Year,Month,Day,Hour,TH1,TH2
2013,1,25,2,0,0.3717745
2013,1,25,3,0,0.361509
2013,1,25,4,0,0.435029
2013,1,25,5,0,0.57009
2013,1,25,6,0,0.65014
2013,1,25,7,0,0.69926
2013,1,25,8,0,0.716015
2013,1,25,9,0,0.73465
2013,1,25,10,0,0.68276
2013,1,25,11,0,0.612995
2013,1,25,12,0,0.55696
2013,1,25,13,0,0.461595
2013,1,25,14,0,0.450708
2013,1,25,15,0,0.4425645
2013,1,25,16,0,0.44848
2013,1,25,17,0,0.4312735
2013,1,25,18,0,0.406648
2013,1,25,19,0,0.398603
2013,1,25,20,0,0.3874545
2013,1,25,21,0,0.3976885
2013,1,25,22,0,0.460775
2013,1,25,23,0,0.3890915
2013,1,26,0,0,0.370377
2013,1,26,1,0,0.372291
2013,1,26,2,0,0.3852545
2013,1,26,3,0,0.347819
2013,1,26,4,0,0.53292
2013,1,26,5,0,0.65961
2013,1,26,6,0,0.72678
2013,1,26,7,0,0.75385
2013,1,26,8,0,0.763765
2013,1,26,9,0,0.75373
2013,1,26,10,0,0.700545
2013,1,26,11,0,0.65129
2013,1,26,12,0,0.504645
2013,1,26,13,0,0.4449595
2013,1,26,14,0,0.4286235
2013,1,26,15,0,0.4155185
2013,1,26,16,0,0.4068235
2013,1,26,17,0,0.407777
2013,1,26,18,0,0.4009915
2013,1,26,19,0,0.4130785
2013,1,26,20,0,0.4125905
2013,1,26,21,0,0.407252
2013,1,26,22,0,0.3614655
2013,1,26,23,0,0.3856425
2013,1,27,0,0,0.389673
2013,1,27,1,0,0.372154
2013,1,27,2,0,0.3581645
2013,1,27,3,0,0.390888
2013,1,27,4,0,0.570325
2013,1,27,5,0,0.661575
2013,1,27,6,0,0.73048
2013,1,27,7,0,0.72493
2013,1,27,8,0,0.72213
2013,1,27,9,0,0.699475
2013,1,27,10,0,0.65271
2013,1,27,11,0,0.58123
2013,1,27,12,0,0.4531965
2013,1,27,13,0,0.415339
2013,1,27,14,0,0.444557
2013,1,27,15,0,0.4272415
2013,1,27,16,0,0.418519
2013,1,27,17,0,0.3978085
2013,1,27,18,0,0.408616
2013,1,27,19,0,0.4162695
2013,1,27,20,0,0.4102455
2013,1,27,21,0,0.402564
2013,1,27,22,0,0.4626745
2013,1,27,23,0,0.4123145
2013,1,28,0,0,0.4447645
2013,1,28,1,0,0.4213815
2013,1,28,2,0,0.399479
2013,1,28,3,0,0.35771
2013,1,28,4,0,0.3989835
2013,1,28,5,0,0.576415
2013,1,28,6,0,0.6651
2013,1,28,7,0,0.714605
2013,1,28,8,0,0.736825
2013,1,28,9,0,0.731895
2013,1,28,10,0,0.69512
2013,1,28,11,0,0.60942
2013,1,28,12,0,0.4289185
2013,1,28,13,0,0.4178035
2013,1,28,14,0,0.4122155
2013,1,28,15,0,0.434494
2013,1,28,16,0,0.4891475
2013,1,28,17,0,0.51244
2013,1,28,18,0,0.534015
2013,1,28,19,0,0.55293
2013,1,28,20,0,0.52288
2013,1,28,21,0,0.492149
2013,1,28,22,0,0.4961515
2013,1,28,23,0,0.479693
2013,1,29,0,0,0.4558925
2013,1,29,1,0,0.425436
2013,1,29,2,0,0.4084205
2013,1,29,3,0,0.375856
2013,1,29,4,0,0.427419
2013,1,29,5,0,0.55584
2013,1,29,6,0,0.648125
2013,1,29,7,0,0.71651
2013,1,29,8,0,0.7417
2013,1,29,9,0,0.744085
2013,1,29,10,0,0.66398
2013,1,29,11,0,0.627505
2013,1,29,12,0,0.52407
2013,1,29,13,0,0.4127715
2013,1,29,14,0,0.4029525
2013,1,29,15,0,0.430043
2013,1,29,16,0,0.50389
2013,1,29,17,0,0.51476
2013,1,29,18,0,0.530885
2013,1,29,19,0,0.53832
2013,1,29,20,0,0.531935
2013,1,29,21,0,0.4997995
2013,1,29,22,0,0.517015
2013,1,29,23,0,0.50533
2013,1,30,0,0,0.530915
2013,1,30,1,0,0.54473
2013,1,30,2,0,0.51899
2013,1,30,3,0,0.4110795
2013,1,30,4,0,0.3948535
2013,1,30,5,0,0.547415
2013,1,30,6,0,0.620515
2013,1,30,7,0,0.670115
2013,1,30,8,0,0.6435
2013,1,30,9,0,0.66159
